"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL3039502";"DUVELISIB";"COPIKTRA|DUVELISIB|Duvelisib|INK-1147|INK-1197|IPI-145";"Small molecule";"4";"416.87";"14";"52";"4.48";"88.49";"6";"2";"0";"4";"N";"0.45";"10.20";"3.42";"3.63";"3.63";"5";"MOL";"0";"30";"7";"2";"0";"416.1152";"NEUTRAL";"C22H17ClN6O";"C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1"
"CHEMBL477772";"PAZOPANIB";"GW786034|PAZOPANIB|VOTRIENT";"Small molecule";"4";"437.53";"1162";"1946";"3.14";"119.03";"8";"2";"0";"5";"N";"0.49";"10.41";"4.36";"3.55";"3.55";"4";"MOL";"0";"31";"9";"3";"0";"437.1634";"NEUTRAL";"C21H23N7O2S";"Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O"
"CHEMBL2105737";"SONIDEGIB";"ERISMODEGIB|LDE 225|LDE-225|LDE225|NVP-LDE 225|NVP-LDE-225|NVP-LDE225|SONIDEGIB";"Small molecule";"4";"485.51";"11";"43";"5.82";"63.69";"5";"1";"1";"5";"N";"0.49";"None";"5.45";"6.76";"6.75";"3";"MOL";"0";"35";"6";"1";"1";"485.1926";"NEUTRAL";"C26H26F3N3O3";"Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1"
"CHEMBL460282";"MANNOSULFAN";"MANNOSULFAN|R-52";"Small molecule";"0";"494.54";"4";"6";"-3.65";"213.94";"14";"2";"1";"13";"N";"0.24";"12.70";"None";"-3.99";"-3.99";"0";"MOL";"0";"28";"14";"2";"1";"493.9892";"NEUTRAL";"C10H22O14S4";"CS(=O)(=O)OC[C@@H](OS(C)(=O)=O)[C@@H](O)[C@H](O)[C@@H](COS(C)(=O)=O)OS(C)(=O)=O"
"CHEMBL1201507";"GLATIRAMER ACETATE";"COP-1|COPOLYMER-1|Copaxone|GLATIRAMER ACETATE|GLATOPA|Glatiramer acetate";"Small molecule";"4";"";"1";"17";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL2396661";"ALPELISIB";"ALPELISIB|Alpelisib|BYL-719|BYL719|NVP-BYL719|PIQRAY";"Small molecule";"4";"441.48";"289";"336";"3.84";"101.21";"5";"2";"0";"4";"N";"0.75";"7.79";"2.81";"2.81";"2.67";"2";"MOL";"0";"30";"7";"3";"0";"441.1446";"NEUTRAL";"C19H22F3N5O2S";"Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1"
"CHEMBL2403108";"CERITINIB";"CERITINIB|LDK-378|LDK378|NVP-LDK-378-NX|NVP-LDK378-NX|ZYKADIA";"Small molecule";"4";"558.15";"354";"689";"6.36";"105.24";"8";"3";"2";"9";"N";"0.28";"11.58";"10.07";"5.81";"3.38";"3";"MOL";"0";"38";"8";"3";"2";"557.2227";"BASE";"C28H36ClN5O3S";"Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1"
"CHEMBL185";"FLUOROURACIL";"5 FU|5-FU|5-Fluorouracil|5.F.U.|ACCUSITE|ACTIKERALL|Adrucil|Carac|EFUDIX|Efudex|FLUORO-URACIL ROCHE|FLUOROURACIL|FLURACIL|Fluoroplex|NSC-19893|RO 2-9757|RO-2-9757|RO-29757|TOLAK";"Small molecule";"4";"130.08";"471";"5550";"-0.80";"65.72";"2";"2";"0";"0";"N";"0.48";"7.18";"None";"-0.66";"-1.08";"1";"MOL";"0";"9";"4";"2";"0";"130.0179";"NEUTRAL";"C4H3FN2O2";"O=c1[nH]cc(F)c(=O)[nH]1"
"CHEMBL514800";"APREMILAST";"APREMILAST|CC-10004|CC10004|OTEZLA";"Small molecule";"4";"460.51";"19";"64";"2.43";"119.08";"7";"1";"0";"8";"N";"0.60";"12.98";"None";"1.31";"1.31";"2";"MOL";"0";"32";"9";"1";"0";"460.1304";"NEUTRAL";"C22H24N2O7S";"CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC"
"CHEMBL960";"LEFLUNOMIDE";"Arava|HWA-486|L04AA13|LEFLUNOMIDE|SU-101|SU101|SULOL";"Small molecule";"4";"270.21";"179";"1117";"3.25";"55.13";"3";"1";"0";"2";"N";"0.91";"13.72";"None";"2.51";"2.51";"2";"MOL";"0";"19";"4";"1";"0";"270.0616";"NEUTRAL";"C12H9F3N2O2";"Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1"
"CHEMBL1173055";"RUCAPARIB";"AG-014699|AG-14447|RUCAPARIB";"Small molecule";"4";"323.37";"552";"617";"2.98";"56.92";"2";"3";"0";"3";"N";"0.69";"13.16";"9.32";"2.45";"0.55";"3";"MOL";"0";"24";"4";"3";"0";"323.1434";"BASE";"C19H18FN3O";"CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1"
"CHEMBL406117";"GUSPERIMUS";"GUSPERIMUS";"Small molecule";"3";"387.53";"6";"42";"-1.31";"178.38";"6";"8";"1";"17";"N";"0.07";"11.37";"12.27";"-3.14";"-7.98";"0";"MOL";"0";"27";"10";"10";"1";"387.2958";"BASE";"C17H37N7O3";"N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN"
"CHEMBL705";"ALITRETINOIN";"AGN 192013|AGN-192013|ALITRETINOIN|ALRT-1057|ALRT1057|BAL-4079|LG-100057|LG100057|LGD-1057|LGD1057|NSC-659772|Panretin|RETINOIC ACID 9-CIS-FORM|TOCTINO";"Small molecule";"4";"300.44";"56";"250";"5.60";"37.30";"1";"1";"1";"5";"N";"0.53";"4.76";"None";"5.01";"2.42";"0";"MOL";"0";"22";"2";"1";"1";"300.2089";"ACID";"C20H28O2";"CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1"
"CHEMBL1096562";"METHYL AMINOLEVULINATE";"METHYL AMINOLEVULINATE|METHYL-5-AMINOLEVULINATE|METVIX|Methyl aminolevulinate";"Small molecule";"4";"145.16";"14";"51";"-0.53";"69.39";"4";"1";"0";"4";"N";"0.54";"None";"7.83";"-0.85";"-1.42";"0";"MOL";"0";"10";"4";"2";"0";"145.0739";"NEUTRAL";"C6H11NO3";"COC(=O)CCC(=O)CN"
"CHEMBL1444";"LETROZOLE";"CGS 20267|CGS-20267|Femara|LETROZOLE";"Small molecule";"4";"285.31";"153";"740";"2.66";"78.29";"5";"0";"0";"3";"N";"0.74";"None";"1.89";"2.94";"2.94";"3";"MOL";"0";"22";"5";"0";"0";"285.1014";"NEUTRAL";"C17H11N5";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1"
"CHEMBL1237054";"PLICAMYCIN";"A-2371|ANTIBIOTIC LA-7017|LA-7017|MITHRAMYCIN|Mithracin|NSC-24559|PA-144|PLICAMYCIN";"Small molecule";"4";"1085.16";"34";"108";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1084.4727";"None";"C52H76O24";"CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1"
"CHEMBL225072";"PEMETREXED";"ALIMTA|LY-2315|LY-231514|LY231514|NSC-698037|PEMETREXED|PEMFEXY";"Small molecule";"4";"427.42";"109";"502";"0.67";"191.26";"6";"6";"1";"9";"N";"0.29";"3.34";"2.97";"0.43";"-5.55";"3";"MOL";"0";"31";"11";"7";"2";"427.1492";"ACID";"C20H21N5O6";"Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1"
"CHEMBL2107333";"DIMETHYL FUMARATE";"AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|DIMETHYL FUMAR|DIMETHYL FUMARATE|FAG-201|FP-187|FP187|FUMARIC ACID DIMETHYL ESTER|LAS-41008|LAS41008|NSC-167432|NSC-25942|TECFIDERA";"Small molecule";"4";"144.13";"17";"72";"-0.11";"52.60";"4";"0";"0";"2";"N";"0.40";"None";"None";"0.72";"0.72";"0";"MOL";"0";"10";"4";"0";"0";"144.0423";"None";"C6H8O4";"COC(=O)/C=C/C(=O)OC"
"CHEMBL1738797";"ALECTINIB";"AF-802|AF802|ALECENSA|ALECTINIB|CH-5424802|CH5424802|RO-5424802|RO5424802";"Small molecule";"4";"482.63";"327";"396";"4.77";"72.36";"5";"1";"0";"3";"N";"0.58";"12.18";"6.97";"4.89";"4.75";"3";"MOL";"0";"36";"6";"1";"0";"482.2682";"NEUTRAL";"C30H34N4O2";"CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O"
"CHEMBL806";"FLUTAMIDE";"CHIMAX|DROGENIL|Eulexin|FLUTAMIDE|NSC-215876|SCH 13521|SCH-13521";"Small molecule";"4";"276.21";"213";"2753";"3.21";"72.24";"3";"1";"0";"3";"N";"0.68";"12.81";"None";"3.27";"3.27";"1";"MOL";"0";"19";"5";"1";"0";"276.0722";"NEUTRAL";"C11H11F3N2O3";"CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1"
"CHEMBL1289926";"AXITINIB";"AG-013736|AG-13736|AXITINIB|INLYTA";"Small molecule";"4";"386.48";"1086";"1529";"4.64";"70.67";"4";"2";"0";"5";"N";"0.52";"13.07";"4.59";"4.15";"4.15";"4";"MOL";"0";"28";"5";"2";"0";"386.1201";"NEUTRAL";"C22H18N4OS";"CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1"
"CHEMBL3039521";"VINTAFOLIDE";"EC-145|EC145|VINTAFOLIDE";"Small molecule";"3";"1917.07";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1915.7294";"None";"C86H109N21O26S2";"CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c5ccc(NCc6cnc7[nH]c(N)nc(=O)c7n6)cc5)C(=O)O)C(=O)O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"
"CHEMBL4297522";"PEMIGATINIB";"INCB054828|PEMAZYRE|PEMIGATINIB";"Small molecule";"4";"487.51";"";"";"3.66";"83.16";"6";"1";"0";"6";"N";"0.57";"13.88";"5.90";"1.82";"1.80";"3";"MOL";"0";"35";"9";"1";"0";"487.2031";"NEUTRAL";"C24H27F2N5O4";"CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21"
"CHEMBL1256391";"PIRFENIDONE";"AMR-69|ESBRIET|PIRFENIDONE";"Small molecule";"4";"185.23";"40";"109";"2.15";"22.00";"2";"0";"0";"1";"Y";"0.67";"None";"None";"2.14";"2.14";"2";"MOL";"0";"14";"2";"0";"0";"185.0841";"NEUTRAL";"C12H11NO";"Cc1ccc(=O)n(-c2ccccc2)c1"
"CHEMBL515";"CHLORAMBUCIL";"CB-1348|CHLORAMBUCIL|CHLORBUTIN|Chlorambucil|Leukeran|NCI-3088|NSC-3088";"Small molecule";"4";"304.22";"307";"1472";"3.38";"40.54";"2";"1";"0";"9";"N";"0.71";"4.46";"1.72";"3.94";"1.09";"1";"MOL";"0";"19";"3";"1";"0";"303.0793";"ACID";"C14H19Cl2NO2";"O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1"
"CHEMBL27759";"ENTINOSTAT";"ENTINOSTAT|MS-27-275|MS-275|MS-275-27|SNDX-275";"Small molecule";"3";"376.42";"480";"1118";"3.34";"106.34";"5";"3";"0";"6";"N";"0.57";"13.67";"4.74";"2.31";"2.31";"3";"MOL";"0";"28";"7";"4";"0";"376.1535";"NEUTRAL";"C21H20N4O3";"Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1"
"CHEMBL1200374";"EXEMESTANE";"Aromasin|EXEMESTANE|FCE-24304|FCE24304|PNU-155971";"Small molecule";"4";"296.41";"33";"82";"4.03";"34.14";"2";"0";"0";"0";"N";"0.68";"None";"None";"3.87";"3.87";"0";"MOL";"0";"22";"2";"0";"0";"296.1776";"NEUTRAL";"C20H24O2";"C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12"
"CHEMBL4594284";"PADELIPORFIN";"PADELIPORFIN|TOOKAD|WST-11|WST11";"Small molecule";"4";"840.26";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"839.1816";"None";"C37H43N5O9PdS";""
"CHEMBL2103839";"RIDAFOROLIMUS";"AP 23573|AP-23573|AP23573|DEFOROLIMUS|MK-8669|RIDAFOROLIMUS";"Small molecule";"3";"990.22";"291";"295";"7.74";"201.50";"14";"2";"3";"8";"N";"0.10";"9.96";"None";"7.25";"7.25";"0";"MOL";"0";"69";"15";"2";"3";"989.5629";"NEUTRAL";"C53H84NO14P";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"
"CHEMBL888";"GEMCITABINE";"GEMCITABINE|GEMZAR|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327";"Small molecule";"4";"263.20";"832";"2021";"-1.29";"110.60";"7";"3";"0";"2";"N";"0.61";"11.52";"None";"-1.47";"-1.47";"1";"MOL";"0";"18";"7";"4";"0";"263.0718";"NEUTRAL";"C9H11F2N3O4";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1"
"CHEMBL443014";"CARBOQUONE";"CARBOQUONE";"Small molecule";"0";"321.33";"97";"132";"-0.59";"101.71";"7";"1";"0";"6";"N";"0.52";"None";"None";"-0.37";"-0.37";"0";"MOL";"0";"23";"8";"2";"0";"321.1325";"NEUTRAL";"C15H19N3O5";"COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O"
"CHEMBL98";"VORINOSTAT";"MK-0683|MK0683|VORINOSTAT|Zolinza";"Small molecule";"4";"264.32";"832";"5338";"2.47";"78.43";"3";"3";"0";"8";"N";"0.38";"8.91";"None";"2.00";"1.99";"1";"MOL";"0";"19";"5";"3";"0";"264.1474";"NEUTRAL";"C14H20N2O3";"O=C(CCCCCCC(=O)Nc1ccccc1)NO"
"CHEMBL1542";"AZATHIOPRINE";"AZAMUNE|AZAPRESS|AZATHIOPRINE|Azasan|BERKAPRINE|BW-57-322|IMMUNOPRIN 50|Imuran|KENTAPRINE|NSC-39084|OPRISINE 50";"Small molecule";"4";"277.27";"189";"3035";"1.15";"115.42";"8";"1";"0";"3";"N";"0.43";"8.62";"2.16";"1.17";"1.15";"3";"MOL";"0";"19";"9";"1";"0";"277.0382";"NEUTRAL";"C9H7N7O2S";"Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12"
"CHEMBL1200796";"CYCLOPHOSPHAMIDE";"B-518|CYCLOPHOSPHAMIDE|CYCLOPHOSPHAMIDE ANHYDROUS|CYCLOPHOSPHAMIDE HYDRATE|CYCLOPHOSPHAMIDE MONOHYDRATE|CYTOXAN (LYOPHILIZED)|Cytoxan|ENDOXANA|LYOPHILIZED CYTOXAN|NEOSAR|NSC-26271";"Small molecule";"4";"279.10";"20";"30";"1.88";"41.57";"2";"1";"0";"5";"N";"0.61";"13.48";"0.02";"0.10";"0.10";"0";"MOL";"0";"14";"4";"1";"0";"260.0248";"NEUTRAL";"C7H17Cl2N2O3P";"O.O=P1(N(CCCl)CCCl)NCCCO1"
"CHEMBL1200721";"ESTRAMUSTINE PHOSPHATE SODIUM";"ESTRAMUSTINE 17-(DIHYDROGENPHOSPHATE) DISODIUM SALT ANHYDROUS|ESTRAMUSTINE 17-(DIHYDROGENPHOSPHATE) DISODIUM SALT MONOHYDRATE|ESTRAMUSTINE PHOSPHATE SODIUM|ESTRAMUSTINE PHOSPHATE SODIUM HYDRATE|ESTRAMUSTINE PHOSPHATE SODIUM MONOHYDRATE|Emcyt|RO 21-8837/001|RO-218837-001";"Small molecule";"4";"564.35";"3";"7";"5.30";"96.30";"4";"2";"2";"7";"N";"0.37";"1.86";"None";"4.98";"1.97";"1";"MOL";"0";"33";"7";"2";"2";"519.1344";"ACID";"C23H30Cl2NNa2O6P";"C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+]"
"CHEMBL3187723";"BINIMETINIB";"ARRY 438162|ARRY-162|ARRY-438162|BINIMETINIB|Binimetinib|MEK-162|MEK162|MEKTOVI|NVP-MEK162";"Small molecule";"4";"441.23";"301";"313";"3.01";"88.41";"6";"3";"0";"6";"N";"0.40";"10.26";"5.06";"3.81";"3.81";"3";"MOL";"0";"27";"7";"3";"0";"440.0296";"NEUTRAL";"C17H15BrF2N4O3";"Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21"
"CHEMBL3137320";"TALAZOPARIB";"BMN 673|BMN-673|LT-673|TALAZOPARIB";"Small molecule";"4";"380.36";"27";"93";"2.63";"88.49";"6";"2";"0";"2";"N";"0.56";"9.48";"1.45";"2.11";"2.11";"4";"MOL";"0";"28";"7";"2";"0";"380.1197";"NEUTRAL";"C19H14F2N6O";"Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1"
"CHEMBL38";"TRETINOIN";"ACTICIN|ALTRENO|ATRALIN|Avita|NSC-122758|RETIN-A MICRO|RETIN-A-MICRO|RETINOIC ACID|Renova|Retin-A|TRETINOIN|Tretin-X|Vesanoid";"Small molecule";"4";"300.44";"828";"2200";"5.60";"37.30";"1";"1";"1";"5";"N";"0.53";"4.76";"None";"5.01";"2.42";"0";"MOL";"0";"22";"2";"1";"1";"300.2089";"ACID";"C20H28O2";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1"
"CHEMBL601719";"CRIZOTINIB";"CRIZOTINIB|PF-02341066|PF-2341066|XALKORI";"Small molecule";"4";"450.35";"1127";"2143";"5.04";"77.99";"6";"2";"1";"5";"N";"0.53";"None";"10.12";"3.57";"0.95";"3";"MOL";"0";"30";"6";"3";"1";"449.1185";"BASE";"C21H22Cl2FN5O";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl"
"CHEMBL3622820";"ITACITINIB";"INCB-039110|INCB-39110|INCB039110|ITACITINIB";"Small molecule";"3";"553.52";"5";"10";"3.60";"119.62";"8";"1";"1";"5";"N";"0.38";"13.89";"6.68";"1.88";"1.80";"4";"MOL";"0";"40";"10";"1";"1";"553.1962";"NEUTRAL";"C26H23F4N9O";"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1"
"CHEMBL1983268";"ENTRECTINIB";"ENTRECTINIB|NMS-E628|ROZLYTREK|RXDX-101";"Small molecule";"4";"560.65";"360";"606";"5.03";"85.52";"6";"3";"2";"7";"N";"0.29";"12.40";"7.78";"5.40";"4.87";"4";"MOL";"0";"41";"8";"3";"2";"560.2711";"NEUTRAL";"C31H34F2N6O2";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1"
"CHEMBL18442";"PLERIXAFOR";"AMD3100|MOZOBIL|PLERIXAFOR";"Small molecule";"4";"502.80";"43";"354";"0.42";"78.66";"8";"6";"2";"4";"N";"0.35";"None";"10.23";"-0.43";"-8.63";"1";"MOL";"0";"36";"8";"6";"2";"502.4471";"BASE";"C28H54N8";"c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1"
"CHEMBL1697854";"ZORUBICIN";"ZORUBICIN";"Small molecule";"0";"645.67";"3";"20";"2.25";"210.23";"12";"6";"3";"6";"N";"0.10";"8.20";"9.37";"2.67";"2.02";"3";"MOL";"0";"47";"13";"7";"3";"645.2322";"BASE";"C34H35N3O10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
"CHEMBL760";"ANAGRELIDE";"ANAGRELIDE|Agrylin|Anagrelide|Xagrid";"Small molecule";"4";"256.09";"16";"98";"1.93";"44.70";"3";"1";"0";"0";"Y";"0.77";"11.25";"3.62";"1.94";"1.94";"1";"MOL";"0";"16";"4";"1";"0";"254.9966";"NEUTRAL";"C10H7Cl2N3O";"O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1"
"CHEMBL1201139";"MEGESTROL ACETATE";"5071|BDH 1298|BDH-1298|MEGACE ES|MEGESTROL|MEGESTROL ACETATE|Megace|NSC-71423|Ovaban|SC 10363|SC-10363";"Small molecule";"4";"384.52";"157";"666";"4.58";"60.44";"4";"0";"0";"2";"N";"0.65";"None";"None";"3.72";"3.72";"0";"MOL";"0";"28";"4";"0";"0";"384.2301";"NEUTRAL";"C24H32O4";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C"
"CHEMBL403664";"BLEOMYCIN";"BLEO-KYOWA|BLEOMYCIN|BLEOMYCIN HYDROCHLORIDE|BLEOMYCINS|NSC-125066";"Small molecule";"4";"1415.58";"680";"748";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1414.5184";"None";"C55H84N17O21S3+";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1"
"CHEMBL447629";"MITOBRONITOL";"DBM|MITOBRONITOL|MYELOBROMOL";"Small molecule";"4";"307.97";"9";"10";"-0.78";"80.92";"4";"4";"0";"5";"N";"0.50";"12.63";"None";"-0.65";"-0.65";"0";"MOL";"0";"12";"4";"4";"0";"305.9102";"NEUTRAL";"C6H12Br2O4";"O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr"
"CHEMBL451930";"PLITIDEPSIN";"APLIDIN|APLIDINE|PLITIDEPSIN";"Small molecule";"3";"1110.36";"1";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1109.6260";"None";"C57H87N7O15";"CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O"
"CHEMBL105";"MITOMYCIN";"JELMYTO|MITOMYCIN|MITOMYCIN C|MITOSOL|MITOZYTREX|Mutamycin|Mytozytrex|NSC-26980|UGN-101|UGN-102";"Small molecule";"4";"334.33";"876";"2408";"-1.65";"146.89";"8";"3";"0";"3";"N";"0.41";"None";"5.60";"-1.05";"-1.05";"0";"MOL";"0";"24";"9";"5";"0";"334.1277";"NEUTRAL";"C15H18N4O5";"CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12"
"CHEMBL467";"HYDROXYUREA";"Droxia|HYDROXYCARBAMIDE|HYDROXYUREA|Hydrea|NSC-32065|SIKLOS|SQ 1089|SQ-1089";"Small molecule";"4";"76.05";"228";"1073";"-0.96";"75.35";"2";"3";"0";"0";"N";"0.26";"10.14";"None";"-1.37";"-1.37";"0";"MOL";"0";"5";"4";"4";"0";"76.0273";"NEUTRAL";"CH4N2O2";"NC(=O)NO"
"CHEMBL1201748";"CABAZITAXEL";"CABAZITAXEL|CABAZITAXEL ACETONATE|JEVTANA KIT|Jevtana|TXD 258|TXD-258|XRP 6258|XRP-6258";"Small molecule";"4";"835.94";"16";"25";"4.57";"202.45";"14";"3";"2";"10";"N";"0.17";"11.96";"None";"4.20";"4.20";"2";"MOL";"0";"60";"15";"3";"2";"835.3779";"NEUTRAL";"C45H57NO14";"CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C"
"CHEMBL848";"LENALIDOMIDE";"CC-5013|CDC-501|LENALIDOMIDE|Revlimid|SYP-1512";"Small molecule";"4";"259.26";"608";"762";"0.03";"92.50";"4";"2";"0";"1";"N";"0.55";"11.61";"2.31";"-0.71";"-0.71";"1";"MOL";"0";"19";"6";"3";"0";"259.0957";"NEUTRAL";"C13H13N3O3";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O"
